timestamp,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1776593700000,74994.4,75081.2,74951.1,75044.6,688.046,1776594599999,51616748.38680,21027,414.464,31094784.98000,0
1776594600000,75044.5,75064.8,75010.3,75050.8,344.566,1776595499999,25857544.08130,12699,134.536,10096089.10410,0
1776595500000,75050.9,75199.0,75007.6,75175.5,820.823,1776596399999,61672682.89880,24253,450.271,33830215.57190,0
1776596400000,75175.5,75418.4,75170.0,75383.6,1893.347,1776597299999,142569218.76350,39596,1189.572,89574582.03720,0
1776597300000,75383.6,75513.6,75295.0,75331.5,1974.865,1776598199999,148931468.13230,47640,1099.928,82957398.30200,0
1776598200000,75331.5,75490.4,75329.4,75472.9,646.537,1776599099999,48756672.04310,20304,391.685,29537393.97040,0
1776599100000,75473.0,75589.2,75450.0,75557.4,1348.564,1776599999999,101846629.42140,34288,789.651,59637306.44400,0
1776600000000,75557.5,75647.2,75452.2,75636.2,2077.089,1776600899999,156940359.47630,57112,1040.404,78620855.09440,0
1776600900000,75636.2,75665.7,75455.8,75474.6,1354.205,1776601799999,102342926.69170,35892,703.321,53164468.42540,0
1776601800000,75474.7,75500.0,75386.4,75457.8,1003.464,1776602699999,75715389.12730,23804,534.235,40313202.72880,0
1776602700000,75457.8,75642.4,75417.8,75529.3,696.777,1776603599999,52625204.92410,22048,358.987,27115654.95780,0
1776603600000,75529.2,75741.1,75505.1,75719.7,2077.848,1776604499999,157220513.65070,47089,1403.980,106235709.80730,0
1776604500000,75719.7,76200.0,75679.0,75999.0,6739.016,1776605399999,511981184.19980,128886,4136.146,314189642.78540,0
1776605400000,75999.0,76066.0,75883.1,75988.6,1495.086,1776606299999,113568081.54530,44219,654.952,49751141.62750,0
1776606300000,75988.7,75988.7,75808.0,75877.9,1259.786,1776607199999,95583450.71750,34337,429.442,32583007.61260,0
1776607200000,75878.0,75974.9,75625.9,75748.9,2480.009,1776608099999,187853069.49440,63684,1070.937,81143003.33270,0
1776608100000,75749.0,75987.0,75710.1,75916.8,1251.254,1776608999999,94894618.71620,38647,740.683,56180369.86620,0
1776609000000,75916.8,75944.9,75740.8,75935.3,856.616,1776609899999,64972402.75750,34758,417.831,31694019.64420,0
1776609900000,75935.3,76100.0,75893.7,75971.3,1378.748,1776610799999,104803716.39050,44820,718.537,54621850.96440,0
1776610800000,75971.4,75997.0,75821.6,75960.0,750.058,1776611699999,56938255.78270,32679,348.937,26490755.18280,0
1776611700000,75960.0,76116.8,75834.9,75917.3,1014.497,1776612599999,77074865.02530,36407,531.871,40414309.94380,0
1776612600000,75917.4,75943.6,75342.3,75676.3,3419.222,1776613499999,258478962.23900,96947,1376.177,104021461.04380,0
1776613500000,75676.3,75840.0,75643.5,75807.6,1115.936,1776614399999,84530012.27740,40271,640.223,48497201.70630,0
1776614400000,75807.7,75817.7,75562.9,75624.8,1054.544,1776615299999,79819873.28320,46051,440.467,33344580.44030,0
1776615300000,75624.8,75720.5,75505.0,75526.2,836.257,1776616199999,63212155.24040,38410,383.669,29005244.30840,0
1776616200000,75526.1,75666.0,75460.0,75522.0,744.497,1776617099999,56247774.05530,31783,345.905,26136490.01570,0
1776617100000,75522.1,75599.5,75255.7,75345.6,2077.898,1776617999999,156643083.17450,64575,840.184,63347617.81820,0
1776618000000,75345.5,75348.4,74938.9,75220.6,5042.692,1776618899999,378896360.74080,99233,2172.116,163205416.32140,0
1776618900000,75220.6,75337.4,75107.1,75228.6,1099.304,1776619799999,82692967.72500,36190,632.991,47622366.99440,0
1776619800000,75228.6,75323.5,75033.3,75140.0,1264.337,1776620699999,95013065.05500,39130,653.068,49077203.13240,0
1776620700000,75140.0,75176.5,74560.0,74742.4,4905.198,1776621599999,366761253.10990,114926,1900.187,142101842.88570,0
1776621600000,74742.3,74876.9,74616.6,74799.0,1975.383,1776622499999,147676989.16110,68955,1144.714,85582913.16730,0
1776622500000,74798.9,74837.9,74550.0,74772.2,1635.3,1776623399999,122187736.83170,55692,924.548,69093704.76250,0
1776623400000,74772.1,74781.2,74610.2,74669.5,951.759,1776624299999,71096631.25680,36640,455.335,34010023.67990,0
1776624300000,74669.4,74766.8,74568.7,74736.2,786.099,1776625199999,58698492.63090,31699,446.640,33353325.95150,0
1776625200000,74736.2,74947.3,74736.2,74906.4,1046.734,1776626099999,78377053.38680,37617,626.506,46909148.98160,0
